name,url,types,abilities
galvantula,https://pokeapi.co/api/v2/pokemon/596/,"bug, electric","compound-eyes, unnerve, swarm"
ferroseed,https://pokeapi.co/api/v2/pokemon/597/,"grass, steel",iron-barbs
ferrothorn,https://pokeapi.co/api/v2/pokemon/598/,"grass, steel","iron-barbs, anticipation"
klink,https://pokeapi.co/api/v2/pokemon/599/,steel,"plus, minus, clear-body"
klang,https://pokeapi.co/api/v2/pokemon/600/,steel,"plus, minus, clear-body"
klinklang,https://pokeapi.co/api/v2/pokemon/601/,steel,"plus, minus, clear-body"
tynamo,https://pokeapi.co/api/v2/pokemon/602/,electric,levitate
eelektrik,https://pokeapi.co/api/v2/pokemon/603/,electric,levitate
eelektross,https://pokeapi.co/api/v2/pokemon/604/,electric,levitate
elgyem,https://pokeapi.co/api/v2/pokemon/605/,psychic,"telepathy, synchronize, analytic"
beheeyem,https://pokeapi.co/api/v2/pokemon/606/,psychic,"telepathy, synchronize, analytic"
litwick,https://pokeapi.co/api/v2/pokemon/607/,"ghost, fire","flash-fire, flame-body, infiltrator"
lampent,https://pokeapi.co/api/v2/pokemon/608/,"ghost, fire","flash-fire, flame-body, infiltrator"
chandelure,https://pokeapi.co/api/v2/pokemon/609/,"ghost, fire","flash-fire, flame-body, infiltrator"
axew,https://pokeapi.co/api/v2/pokemon/610/,dragon,"rivalry, mold-breaker, unnerve"
fraxure,https://pokeapi.co/api/v2/pokemon/611/,dragon,"rivalry, mold-breaker, unnerve"
haxorus,https://pokeapi.co/api/v2/pokemon/612/,dragon,"rivalry, mold-breaker, unnerve"
cubchoo,https://pokeapi.co/api/v2/pokemon/613/,ice,"snow-cloak, slush-rush, rattled"
beartic,https://pokeapi.co/api/v2/pokemon/614/,ice,"snow-cloak, slush-rush, swift-swim"
cryogonal,https://pokeapi.co/api/v2/pokemon/615/,ice,levitate
shelmet,https://pokeapi.co/api/v2/pokemon/616/,bug,"hydration, shell-armor, overcoat"
accelgor,https://pokeapi.co/api/v2/pokemon/617/,bug,"hydration, sticky-hold, unburden"
stunfisk,https://pokeapi.co/api/v2/pokemon/618/,"ground, electric","static, limber, sand-veil"
mienfoo,https://pokeapi.co/api/v2/pokemon/619/,fighting,"inner-focus, regenerator, reckless"
mienshao,https://pokeapi.co/api/v2/pokemon/620/,fighting,"inner-focus, regenerator, reckless"
druddigon,https://pokeapi.co/api/v2/pokemon/621/,dragon,"rough-skin, sheer-force, mold-breaker"
golett,https://pokeapi.co/api/v2/pokemon/622/,"ground, ghost","iron-fist, klutz, no-guard"
golurk,https://pokeapi.co/api/v2/pokemon/623/,"ground, ghost","iron-fist, klutz, no-guard"
pawniard,https://pokeapi.co/api/v2/pokemon/624/,"dark, steel","defiant, inner-focus, pressure"
bisharp,https://pokeapi.co/api/v2/pokemon/625/,"dark, steel","defiant, inner-focus, pressure"
bouffalant,https://pokeapi.co/api/v2/pokemon/626/,normal,"reckless, sap-sipper, soundproof"
rufflet,https://pokeapi.co/api/v2/pokemon/627/,"normal, flying","keen-eye, sheer-force, hustle"
braviary,https://pokeapi.co/api/v2/pokemon/628/,"normal, flying","keen-eye, sheer-force, defiant"
vullaby,https://pokeapi.co/api/v2/pokemon/629/,"dark, flying","big-pecks, overcoat, weak-armor"
mandibuzz,https://pokeapi.co/api/v2/pokemon/630/,"dark, flying","big-pecks, overcoat, weak-armor"
heatmor,https://pokeapi.co/api/v2/pokemon/631/,fire,"gluttony, flash-fire, white-smoke"
durant,https://pokeapi.co/api/v2/pokemon/632/,"bug, steel","swarm, hustle, truant"
deino,https://pokeapi.co/api/v2/pokemon/633/,"dark, dragon",hustle
zweilous,https://pokeapi.co/api/v2/pokemon/634/,"dark, dragon",hustle
hydreigon,https://pokeapi.co/api/v2/pokemon/635/,"dark, dragon",levitate
larvesta,https://pokeapi.co/api/v2/pokemon/636/,"bug, fire","flame-body, swarm"
volcarona,https://pokeapi.co/api/v2/pokemon/637/,"bug, fire","flame-body, swarm"
cobalion,https://pokeapi.co/api/v2/pokemon/638/,"steel, fighting",justified
terrakion,https://pokeapi.co/api/v2/pokemon/639/,"rock, fighting",justified
virizion,https://pokeapi.co/api/v2/pokemon/640/,"grass, fighting",justified
tornadus-incarnate,https://pokeapi.co/api/v2/pokemon/641/,flying,"prankster, defiant"
thundurus-incarnate,https://pokeapi.co/api/v2/pokemon/642/,"electric, flying","prankster, defiant"
reshiram,https://pokeapi.co/api/v2/pokemon/643/,"dragon, fire",turboblaze
zekrom,https://pokeapi.co/api/v2/pokemon/644/,"dragon, electric",teravolt
landorus-incarnate,https://pokeapi.co/api/v2/pokemon/645/,"ground, flying","sand-force, sheer-force"
kyurem,https://pokeapi.co/api/v2/pokemon/646/,"dragon, ice",pressure
keldeo-ordinary,https://pokeapi.co/api/v2/pokemon/647/,"water, fighting",justified
meloetta-aria,https://pokeapi.co/api/v2/pokemon/648/,"normal, psychic",serene-grace
genesect,https://pokeapi.co/api/v2/pokemon/649/,"bug, steel",download
chespin,https://pokeapi.co/api/v2/pokemon/650/,grass,"overgrow, bulletproof"
quilladin,https://pokeapi.co/api/v2/pokemon/651/,grass,"overgrow, bulletproof"
chesnaught,https://pokeapi.co/api/v2/pokemon/652/,"grass, fighting","overgrow, bulletproof"
fennekin,https://pokeapi.co/api/v2/pokemon/653/,fire,"blaze, magician"
braixen,https://pokeapi.co/api/v2/pokemon/654/,fire,"blaze, magician"
delphox,https://pokeapi.co/api/v2/pokemon/655/,"fire, psychic","blaze, magician"
froakie,https://pokeapi.co/api/v2/pokemon/656/,water,"torrent, protean"
frogadier,https://pokeapi.co/api/v2/pokemon/657/,water,"torrent, protean"
greninja,https://pokeapi.co/api/v2/pokemon/658/,"water, dark","torrent, protean"
bunnelby,https://pokeapi.co/api/v2/pokemon/659/,normal,"pickup, cheek-pouch, huge-power"
diggersby,https://pokeapi.co/api/v2/pokemon/660/,"normal, ground","pickup, cheek-pouch, huge-power"
fletchling,https://pokeapi.co/api/v2/pokemon/661/,"normal, flying","big-pecks, gale-wings"
fletchinder,https://pokeapi.co/api/v2/pokemon/662/,"fire, flying","flame-body, gale-wings"
talonflame,https://pokeapi.co/api/v2/pokemon/663/,"fire, flying","flame-body, gale-wings"
scatterbug,https://pokeapi.co/api/v2/pokemon/664/,bug,"shield-dust, compound-eyes, friend-guard"
spewpa,https://pokeapi.co/api/v2/pokemon/665/,bug,"shed-skin, friend-guard"
vivillon,https://pokeapi.co/api/v2/pokemon/666/,"bug, flying","shield-dust, compound-eyes, friend-guard"
litleo,https://pokeapi.co/api/v2/pokemon/667/,"fire, normal","rivalry, unnerve, moxie"
pyroar,https://pokeapi.co/api/v2/pokemon/668/,"fire, normal","rivalry, unnerve, moxie"
flabebe,https://pokeapi.co/api/v2/pokemon/669/,fairy,"flower-veil, symbiosis"
floette,https://pokeapi.co/api/v2/pokemon/670/,fairy,"flower-veil, symbiosis"
florges,https://pokeapi.co/api/v2/pokemon/671/,fairy,"flower-veil, symbiosis"
skiddo,https://pokeapi.co/api/v2/pokemon/672/,grass,"sap-sipper, grass-pelt"
gogoat,https://pokeapi.co/api/v2/pokemon/673/,grass,"sap-sipper, grass-pelt"
pancham,https://pokeapi.co/api/v2/pokemon/674/,fighting,"iron-fist, mold-breaker, scrappy"
pangoro,https://pokeapi.co/api/v2/pokemon/675/,"fighting, dark","iron-fist, mold-breaker, scrappy"
furfrou,https://pokeapi.co/api/v2/pokemon/676/,normal,fur-coat
espurr,https://pokeapi.co/api/v2/pokemon/677/,psychic,"keen-eye, infiltrator, own-tempo"
meowstic-male,https://pokeapi.co/api/v2/pokemon/678/,psychic,"keen-eye, infiltrator, prankster"
honedge,https://pokeapi.co/api/v2/pokemon/679/,"steel, ghost",no-guard
doublade,https://pokeapi.co/api/v2/pokemon/680/,"steel, ghost",no-guard
aegislash-shield,https://pokeapi.co/api/v2/pokemon/681/,"steel, ghost",stance-change
spritzee,https://pokeapi.co/api/v2/pokemon/682/,fairy,"healer, aroma-veil"
aromatisse,https://pokeapi.co/api/v2/pokemon/683/,fairy,"healer, aroma-veil"
swirlix,https://pokeapi.co/api/v2/pokemon/684/,fairy,"sweet-veil, unburden"
slurpuff,https://pokeapi.co/api/v2/pokemon/685/,fairy,"sweet-veil, unburden"
inkay,https://pokeapi.co/api/v2/pokemon/686/,"dark, psychic","contrary, suction-cups, infiltrator"
malamar,https://pokeapi.co/api/v2/pokemon/687/,"dark, psychic","contrary, suction-cups, infiltrator"
binacle,https://pokeapi.co/api/v2/pokemon/688/,"rock, water","tough-claws, sniper, pickpocket"
barbaracle,https://pokeapi.co/api/v2/pokemon/689/,"rock, water","tough-claws, sniper, pickpocket"
skrelp,https://pokeapi.co/api/v2/pokemon/690/,"poison, water","poison-point, poison-touch, adaptability"
dragalge,https://pokeapi.co/api/v2/pokemon/691/,"poison, dragon","poison-point, poison-touch, adaptability"
clauncher,https://pokeapi.co/api/v2/pokemon/692/,water,mega-launcher
clawitzer,https://pokeapi.co/api/v2/pokemon/693/,water,mega-launcher
helioptile,https://pokeapi.co/api/v2/pokemon/694/,"electric, normal","dry-skin, sand-veil, solar-power"
heliolisk,https://pokeapi.co/api/v2/pokemon/695/,"electric, normal","dry-skin, sand-veil, solar-power"
tyrunt,https://pokeapi.co/api/v2/pokemon/696/,"rock, dragon","strong-jaw, sturdy"
tyrantrum,https://pokeapi.co/api/v2/pokemon/697/,"rock, dragon","strong-jaw, rock-head"
amaura,https://pokeapi.co/api/v2/pokemon/698/,"rock, ice","refrigerate, snow-warning"
aurorus,https://pokeapi.co/api/v2/pokemon/699/,"rock, ice","refrigerate, snow-warning"
sylveon,https://pokeapi.co/api/v2/pokemon/700/,fairy,"cute-charm, pixilate"
hawlucha,https://pokeapi.co/api/v2/pokemon/701/,"fighting, flying","limber, unburden, mold-breaker"
dedenne,https://pokeapi.co/api/v2/pokemon/702/,"electric, fairy","cheek-pouch, pickup, plus"
carbink,https://pokeapi.co/api/v2/pokemon/703/,"rock, fairy","clear-body, sturdy"
goomy,https://pokeapi.co/api/v2/pokemon/704/,dragon,"sap-sipper, hydration, gooey"
sliggoo,https://pokeapi.co/api/v2/pokemon/705/,dragon,"sap-sipper, hydration, gooey"
goodra,https://pokeapi.co/api/v2/pokemon/706/,dragon,"sap-sipper, hydration, gooey"
klefki,https://pokeapi.co/api/v2/pokemon/707/,"steel, fairy","prankster, magician"
phantump,https://pokeapi.co/api/v2/pokemon/708/,"ghost, grass","natural-cure, frisk, harvest"
trevenant,https://pokeapi.co/api/v2/pokemon/709/,"ghost, grass","natural-cure, frisk, harvest"
pumpkaboo-average,https://pokeapi.co/api/v2/pokemon/710/,"ghost, grass","pickup, frisk, insomnia"
gourgeist-average,https://pokeapi.co/api/v2/pokemon/711/,"ghost, grass","pickup, frisk, insomnia"
bergmite,https://pokeapi.co/api/v2/pokemon/712/,ice,"own-tempo, ice-body, sturdy"
avalugg,https://pokeapi.co/api/v2/pokemon/713/,ice,"own-tempo, ice-body, sturdy"
noibat,https://pokeapi.co/api/v2/pokemon/714/,"flying, dragon","frisk, infiltrator, telepathy"
noivern,https://pokeapi.co/api/v2/pokemon/715/,"flying, dragon","frisk, infiltrator, telepathy"
xerneas,https://pokeapi.co/api/v2/pokemon/716/,fairy,fairy-aura
yveltal,https://pokeapi.co/api/v2/pokemon/717/,"dark, flying",dark-aura
zygarde-50,https://pokeapi.co/api/v2/pokemon/718/,"dragon, ground",aura-break
diancie,https://pokeapi.co/api/v2/pokemon/719/,"rock, fairy",clear-body
hoopa,https://pokeapi.co/api/v2/pokemon/720/,"psychic, ghost",magician
volcanion,https://pokeapi.co/api/v2/pokemon/721/,"fire, water",water-absorb
rowlet,https://pokeapi.co/api/v2/pokemon/722/,"grass, flying","overgrow, long-reach"
dartrix,https://pokeapi.co/api/v2/pokemon/723/,"grass, flying","overgrow, long-reach"
decidueye,https://pokeapi.co/api/v2/pokemon/724/,"grass, ghost","overgrow, long-reach"
litten,https://pokeapi.co/api/v2/pokemon/725/,fire,"blaze, intimidate"
torracat,https://pokeapi.co/api/v2/pokemon/726/,fire,"blaze, intimidate"
incineroar,https://pokeapi.co/api/v2/pokemon/727/,"fire, dark","blaze, intimidate"
popplio,https://pokeapi.co/api/v2/pokemon/728/,water,"torrent, liquid-voice"
brionne,https://pokeapi.co/api/v2/pokemon/729/,water,"torrent, liquid-voice"
primarina,https://pokeapi.co/api/v2/pokemon/730/,"water, fairy","torrent, liquid-voice"
pikipek,https://pokeapi.co/api/v2/pokemon/731/,"normal, flying","keen-eye, skill-link, pickup"
trumbeak,https://pokeapi.co/api/v2/pokemon/732/,"normal, flying","keen-eye, skill-link, pickup"
toucannon,https://pokeapi.co/api/v2/pokemon/733/,"normal, flying","keen-eye, skill-link, sheer-force"
yungoos,https://pokeapi.co/api/v2/pokemon/734/,normal,"stakeout, strong-jaw, adaptability"
gumshoos,https://pokeapi.co/api/v2/pokemon/735/,normal,"stakeout, strong-jaw, adaptability"
grubbin,https://pokeapi.co/api/v2/pokemon/736/,bug,swarm
charjabug,https://pokeapi.co/api/v2/pokemon/737/,"bug, electric",battery
vikavolt,https://pokeapi.co/api/v2/pokemon/738/,"bug, electric",levitate
crabrawler,https://pokeapi.co/api/v2/pokemon/739/,fighting,"hyper-cutter, iron-fist, anger-point"
crabominable,https://pokeapi.co/api/v2/pokemon/740/,"fighting, ice","hyper-cutter, iron-fist, anger-point"
oricorio-baile,https://pokeapi.co/api/v2/pokemon/741/,"fire, flying",dancer
cutiefly,https://pokeapi.co/api/v2/pokemon/742/,"bug, fairy","honey-gather, shield-dust, sweet-veil"
ribombee,https://pokeapi.co/api/v2/pokemon/743/,"bug, fairy","honey-gather, shield-dust, sweet-veil"
rockruff,https://pokeapi.co/api/v2/pokemon/744/,rock,"keen-eye, vital-spirit, steadfast"
lycanroc-midday,https://pokeapi.co/api/v2/pokemon/745/,rock,"keen-eye, sand-rush, steadfast"
wishiwashi-solo,https://pokeapi.co/api/v2/pokemon/746/,water,schooling
mareanie,https://pokeapi.co/api/v2/pokemon/747/,"poison, water","merciless, limber, regenerator"
toxapex,https://pokeapi.co/api/v2/pokemon/748/,"poison, water","merciless, limber, regenerator"
mudbray,https://pokeapi.co/api/v2/pokemon/749/,ground,"own-tempo, stamina, inner-focus"
mudsdale,https://pokeapi.co/api/v2/pokemon/750/,ground,"own-tempo, stamina, inner-focus"
dewpider,https://pokeapi.co/api/v2/pokemon/751/,"water, bug","water-bubble, water-absorb"
araquanid,https://pokeapi.co/api/v2/pokemon/752/,"water, bug","water-bubble, water-absorb"
fomantis,https://pokeapi.co/api/v2/pokemon/753/,grass,"leaf-guard, contrary"
lurantis,https://pokeapi.co/api/v2/pokemon/754/,grass,"leaf-guard, contrary"
morelull,https://pokeapi.co/api/v2/pokemon/755/,"grass, fairy","illuminate, effect-spore, rain-dish"
shiinotic,https://pokeapi.co/api/v2/pokemon/756/,"grass, fairy","illuminate, effect-spore, rain-dish"
salandit,https://pokeapi.co/api/v2/pokemon/757/,"poison, fire","corrosion, oblivious"
salazzle,https://pokeapi.co/api/v2/pokemon/758/,"poison, fire","corrosion, oblivious"
stufful,https://pokeapi.co/api/v2/pokemon/759/,"normal, fighting","fluffy, klutz, cute-charm"
bewear,https://pokeapi.co/api/v2/pokemon/760/,"normal, fighting","fluffy, klutz, unnerve"
bounsweet,https://pokeapi.co/api/v2/pokemon/761/,grass,"leaf-guard, oblivious, sweet-veil"
steenee,https://pokeapi.co/api/v2/pokemon/762/,grass,"leaf-guard, oblivious, sweet-veil"
tsareena,https://pokeapi.co/api/v2/pokemon/763/,grass,"leaf-guard, queenly-majesty, sweet-veil"
comfey,https://pokeapi.co/api/v2/pokemon/764/,fairy,"flower-veil, triage, natural-cure"
oranguru,https://pokeapi.co/api/v2/pokemon/765/,"normal, psychic","inner-focus, telepathy, symbiosis"
passimian,https://pokeapi.co/api/v2/pokemon/766/,fighting,"receiver, defiant"
wimpod,https://pokeapi.co/api/v2/pokemon/767/,"bug, water",wimp-out
golisopod,https://pokeapi.co/api/v2/pokemon/768/,"bug, water",emergency-exit
sandygast,https://pokeapi.co/api/v2/pokemon/769/,"ghost, ground","water-compaction, sand-veil"
palossand,https://pokeapi.co/api/v2/pokemon/770/,"ghost, ground","water-compaction, sand-veil"
pyukumuku,https://pokeapi.co/api/v2/pokemon/771/,water,"innards-out, unaware"
type-null,https://pokeapi.co/api/v2/pokemon/772/,normal,battle-armor
silvally,https://pokeapi.co/api/v2/pokemon/773/,normal,rks-system
minior-red-meteor,https://pokeapi.co/api/v2/pokemon/774/,"rock, flying",shields-down
komala,https://pokeapi.co/api/v2/pokemon/775/,normal,comatose
turtonator,https://pokeapi.co/api/v2/pokemon/776/,"fire, dragon",shell-armor
togedemaru,https://pokeapi.co/api/v2/pokemon/777/,"electric, steel","iron-barbs, lightning-rod, sturdy"
mimikyu-disguised,https://pokeapi.co/api/v2/pokemon/778/,"ghost, fairy",disguise
bruxish,https://pokeapi.co/api/v2/pokemon/779/,"water, psychic","dazzling, strong-jaw, wonder-skin"
drampa,https://pokeapi.co/api/v2/pokemon/780/,"normal, dragon","berserk, sap-sipper, cloud-nine"
dhelmise,https://pokeapi.co/api/v2/pokemon/781/,"ghost, grass",steelworker
jangmo-o,https://pokeapi.co/api/v2/pokemon/782/,dragon,"bulletproof, soundproof, overcoat"
hakamo-o,https://pokeapi.co/api/v2/pokemon/783/,"dragon, fighting","bulletproof, soundproof, overcoat"
kommo-o,https://pokeapi.co/api/v2/pokemon/784/,"dragon, fighting","bulletproof, soundproof, overcoat"
tapu-koko,https://pokeapi.co/api/v2/pokemon/785/,"electric, fairy","electric-surge, telepathy"
tapu-lele,https://pokeapi.co/api/v2/pokemon/786/,"psychic, fairy","psychic-surge, telepathy"
tapu-bulu,https://pokeapi.co/api/v2/pokemon/787/,"grass, fairy","grassy-surge, telepathy"
tapu-fini,https://pokeapi.co/api/v2/pokemon/788/,"water, fairy","misty-surge, telepathy"
cosmog,https://pokeapi.co/api/v2/pokemon/789/,psychic,unaware
cosmoem,https://pokeapi.co/api/v2/pokemon/790/,psychic,sturdy
solgaleo,https://pokeapi.co/api/v2/pokemon/791/,"psychic, steel",full-metal-body
lunala,https://pokeapi.co/api/v2/pokemon/792/,"psychic, ghost",shadow-shield
nihilego,https://pokeapi.co/api/v2/pokemon/793/,"rock, poison",beast-boost
buzzwole,https://pokeapi.co/api/v2/pokemon/794/,"bug, fighting",beast-boost
pheromosa,https://pokeapi.co/api/v2/pokemon/795/,"bug, fighting",beast-boost
xurkitree,https://pokeapi.co/api/v2/pokemon/796/,electric,beast-boost
celesteela,https://pokeapi.co/api/v2/pokemon/797/,"steel, flying",beast-boost
kartana,https://pokeapi.co/api/v2/pokemon/798/,"grass, steel",beast-boost
guzzlord,https://pokeapi.co/api/v2/pokemon/799/,"dark, dragon",beast-boost
necrozma,https://pokeapi.co/api/v2/pokemon/800/,psychic,prism-armor
magearna,https://pokeapi.co/api/v2/pokemon/801/,"steel, fairy",soul-heart
marshadow,https://pokeapi.co/api/v2/pokemon/802/,"fighting, ghost",technician
poipole,https://pokeapi.co/api/v2/pokemon/803/,poison,beast-boost
naganadel,https://pokeapi.co/api/v2/pokemon/804/,"poison, dragon",beast-boost
stakataka,https://pokeapi.co/api/v2/pokemon/805/,"rock, steel",beast-boost
blacephalon,https://pokeapi.co/api/v2/pokemon/806/,"fire, ghost",beast-boost
zeraora,https://pokeapi.co/api/v2/pokemon/807/,electric,volt-absorb
meltan,https://pokeapi.co/api/v2/pokemon/808/,steel,magnet-pull
melmetal,https://pokeapi.co/api/v2/pokemon/809/,steel,iron-fist
grookey,https://pokeapi.co/api/v2/pokemon/810/,grass,"overgrow, grassy-surge"
thwackey,https://pokeapi.co/api/v2/pokemon/811/,grass,"overgrow, grassy-surge"
rillaboom,https://pokeapi.co/api/v2/pokemon/812/,grass,"overgrow, grassy-surge"
scorbunny,https://pokeapi.co/api/v2/pokemon/813/,fire,"blaze, libero"
raboot,https://pokeapi.co/api/v2/pokemon/814/,fire,"blaze, libero"
cinderace,https://pokeapi.co/api/v2/pokemon/815/,fire,"blaze, libero"
sobble,https://pokeapi.co/api/v2/pokemon/816/,water,"torrent, sniper"
drizzile,https://pokeapi.co/api/v2/pokemon/817/,water,"torrent, sniper"
inteleon,https://pokeapi.co/api/v2/pokemon/818/,water,"torrent, sniper"
skwovet,https://pokeapi.co/api/v2/pokemon/819/,normal,"cheek-pouch, gluttony"
greedent,https://pokeapi.co/api/v2/pokemon/820/,normal,"cheek-pouch, gluttony"
rookidee,https://pokeapi.co/api/v2/pokemon/821/,flying,"keen-eye, unnerve, big-pecks"
corvisquire,https://pokeapi.co/api/v2/pokemon/822/,flying,"keen-eye, unnerve, big-pecks"
corviknight,https://pokeapi.co/api/v2/pokemon/823/,"flying, steel","pressure, unnerve, mirror-armor"
blipbug,https://pokeapi.co/api/v2/pokemon/824/,bug,"swarm, compound-eyes, telepathy"
dottler,https://pokeapi.co/api/v2/pokemon/825/,"bug, psychic","swarm, compound-eyes, telepathy"
orbeetle,https://pokeapi.co/api/v2/pokemon/826/,"bug, psychic","swarm, frisk, telepathy"
nickit,https://pokeapi.co/api/v2/pokemon/827/,dark,"run-away, unburden, stakeout"
thievul,https://pokeapi.co/api/v2/pokemon/828/,dark,"run-away, unburden, stakeout"
gossifleur,https://pokeapi.co/api/v2/pokemon/829/,grass,"cotton-down, regenerator, effect-spore"
eldegoss,https://pokeapi.co/api/v2/pokemon/830/,grass,"cotton-down, regenerator, effect-spore"
wooloo,https://pokeapi.co/api/v2/pokemon/831/,normal,"fluffy, run-away, bulletproof"
dubwool,https://pokeapi.co/api/v2/pokemon/832/,normal,"fluffy, steadfast, bulletproof"
chewtle,https://pokeapi.co/api/v2/pokemon/833/,water,"strong-jaw, shell-armor, swift-swim"
drednaw,https://pokeapi.co/api/v2/pokemon/834/,"water, rock","strong-jaw, shell-armor, swift-swim"
yamper,https://pokeapi.co/api/v2/pokemon/835/,electric,"ball-fetch, rattled"
boltund,https://pokeapi.co/api/v2/pokemon/836/,electric,"strong-jaw, competitive"
rolycoly,https://pokeapi.co/api/v2/pokemon/837/,rock,"steam-engine, heatproof, flash-fire"
carkol,https://pokeapi.co/api/v2/pokemon/838/,"rock, fire","steam-engine, flame-body, flash-fire"
coalossal,https://pokeapi.co/api/v2/pokemon/839/,"rock, fire","steam-engine, flame-body, flash-fire"
applin,https://pokeapi.co/api/v2/pokemon/840/,"grass, dragon","ripen, gluttony, bulletproof"
flapple,https://pokeapi.co/api/v2/pokemon/841/,"grass, dragon","ripen, gluttony, hustle"
appletun,https://pokeapi.co/api/v2/pokemon/842/,"grass, dragon","ripen, gluttony, thick-fat"
silicobra,https://pokeapi.co/api/v2/pokemon/843/,ground,"sand-spit, shed-skin, sand-veil"
sandaconda,https://pokeapi.co/api/v2/pokemon/844/,ground,"sand-spit, shed-skin, sand-veil"
cramorant,https://pokeapi.co/api/v2/pokemon/845/,"flying, water",gulp-missile
arrokuda,https://pokeapi.co/api/v2/pokemon/846/,water,"swift-swim, propeller-tail"
barraskewda,https://pokeapi.co/api/v2/pokemon/847/,water,"swift-swim, propeller-tail"
toxel,https://pokeapi.co/api/v2/pokemon/848/,"electric, poison","rattled, static, klutz"
toxtricity-amped,https://pokeapi.co/api/v2/pokemon/849/,"electric, poison","punk-rock, plus, technician"
sizzlipede,https://pokeapi.co/api/v2/pokemon/850/,"fire, bug","flash-fire, white-smoke, flame-body"
centiskorch,https://pokeapi.co/api/v2/pokemon/851/,"fire, bug","flash-fire, white-smoke, flame-body"
clobbopus,https://pokeapi.co/api/v2/pokemon/852/,fighting,"limber, technician"
grapploct,https://pokeapi.co/api/v2/pokemon/853/,fighting,"limber, technician"
sinistea,https://pokeapi.co/api/v2/pokemon/854/,ghost,"weak-armor, cursed-body"
polteageist,https://pokeapi.co/api/v2/pokemon/855/,ghost,"weak-armor, cursed-body"
hatenna,https://pokeapi.co/api/v2/pokemon/856/,psychic,"healer, anticipation, magic-bounce"
hattrem,https://pokeapi.co/api/v2/pokemon/857/,psychic,"healer, anticipation, magic-bounce"
hatterene,https://pokeapi.co/api/v2/pokemon/858/,"psychic, fairy","healer, anticipation, magic-bounce"
impidimp,https://pokeapi.co/api/v2/pokemon/859/,"dark, fairy","prankster, frisk, pickpocket"
morgrem,https://pokeapi.co/api/v2/pokemon/860/,"dark, fairy","prankster, frisk, pickpocket"
grimmsnarl,https://pokeapi.co/api/v2/pokemon/861/,"dark, fairy","prankster, frisk, pickpocket"
obstagoon,https://pokeapi.co/api/v2/pokemon/862/,"dark, normal","reckless, guts, defiant"
perrserker,https://pokeapi.co/api/v2/pokemon/863/,steel,"battle-armor, tough-claws, steely-spirit"
cursola,https://pokeapi.co/api/v2/pokemon/864/,ghost,"weak-armor, perish-body"
sirfetchd,https://pokeapi.co/api/v2/pokemon/865/,fighting,"steadfast, scrappy"
mr-rime,https://pokeapi.co/api/v2/pokemon/866/,"ice, psychic","tangled-feet, screen-cleaner, ice-body"
runerigus,https://pokeapi.co/api/v2/pokemon/867/,"ground, ghost",wandering-spirit
milcery,https://pokeapi.co/api/v2/pokemon/868/,fairy,"sweet-veil, aroma-veil"
alcremie,https://pokeapi.co/api/v2/pokemon/869/,fairy,"sweet-veil, aroma-veil"
falinks,https://pokeapi.co/api/v2/pokemon/870/,fighting,"battle-armor, defiant"
pincurchin,https://pokeapi.co/api/v2/pokemon/871/,electric,"lightning-rod, electric-surge"
snom,https://pokeapi.co/api/v2/pokemon/872/,"ice, bug","shield-dust, ice-scales"
frosmoth,https://pokeapi.co/api/v2/pokemon/873/,"ice, bug","shield-dust, ice-scales"
stonjourner,https://pokeapi.co/api/v2/pokemon/874/,rock,power-spot
eiscue-ice,https://pokeapi.co/api/v2/pokemon/875/,ice,ice-face
indeedee-male,https://pokeapi.co/api/v2/pokemon/876/,"psychic, normal","inner-focus, synchronize, psychic-surge"
morpeko-full-belly,https://pokeapi.co/api/v2/pokemon/877/,"electric, dark",hunger-switch
cufant,https://pokeapi.co/api/v2/pokemon/878/,steel,"sheer-force, heavy-metal"
copperajah,https://pokeapi.co/api/v2/pokemon/879/,steel,"sheer-force, heavy-metal"
dracozolt,https://pokeapi.co/api/v2/pokemon/880/,"electric, dragon","volt-absorb, hustle, sand-rush"
arctozolt,https://pokeapi.co/api/v2/pokemon/881/,"electric, ice","volt-absorb, static, slush-rush"
dracovish,https://pokeapi.co/api/v2/pokemon/882/,"water, dragon","water-absorb, strong-jaw, sand-rush"
arctovish,https://pokeapi.co/api/v2/pokemon/883/,"water, ice","water-absorb, ice-body, slush-rush"
duraludon,https://pokeapi.co/api/v2/pokemon/884/,"steel, dragon","light-metal, heavy-metal, stalwart"
dreepy,https://pokeapi.co/api/v2/pokemon/885/,"dragon, ghost","clear-body, infiltrator, cursed-body"
drakloak,https://pokeapi.co/api/v2/pokemon/886/,"dragon, ghost","clear-body, infiltrator, cursed-body"
dragapult,https://pokeapi.co/api/v2/pokemon/887/,"dragon, ghost","clear-body, infiltrator, cursed-body"
zacian,https://pokeapi.co/api/v2/pokemon/888/,fairy,intrepid-sword
zamazenta,https://pokeapi.co/api/v2/pokemon/889/,fighting,dauntless-shield
eternatus,https://pokeapi.co/api/v2/pokemon/890/,"poison, dragon",pressure
kubfu,https://pokeapi.co/api/v2/pokemon/891/,fighting,inner-focus
urshifu-single-strike,https://pokeapi.co/api/v2/pokemon/892/,"fighting, dark",unseen-fist
zarude,https://pokeapi.co/api/v2/pokemon/893/,"dark, grass",leaf-guard
regieleki,https://pokeapi.co/api/v2/pokemon/894/,electric,transistor
regidrago,https://pokeapi.co/api/v2/pokemon/895/,dragon,dragons-maw
