Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
4957,1,2,2,3,4,1,0,0,10,1,0,0,0,7,7,2,1,4,3,3,0,1
4958,1,3,1,8,4,1,0,0,4,0,0,2,2,5,5,2,1,2,3,5,0,0
4960,1,0,2,1,6,1,0,0,10,0,0,3,3,7,7,2,2,4,4,4,2,1
4961,1,2,1,3,4,1,0,0,4,0,0,2,2,0,1,2,1,2,3,5,6,0
4962,0,2,1,6,6,1,0,0,9,0,0,3,3,7,7,2,2,0,7,1,5,1
4963,0,4,2,1,6,1,0,0,10,0,0,3,3,6,6,2,2,0,7,1,5,1
4964,1,2,1,0,4,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,1,0
4966,1,3,2,1,6,1,0,0,5,0,0,3,3,7,7,2,2,4,4,4,2,1
4967,0,3,2,0,6,1,0,0,10,0,2,3,3,7,7,2,2,0,7,1,5,1
4968,1,2,1,6,3,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,3,0
4969,0,3,1,1,6,1,0,0,10,0,0,3,3,6,6,2,2,0,7,1,5,1
4971,1,3,2,1,6,1,0,0,4,0,0,3,3,7,7,2,2,4,4,4,0,1
4972,1,2,1,0,8,1,0,1,2,1,2,3,2,5,7,2,1,0,7,4,1,0
4973,1,3,1,8,4,1,0,0,3,0,0,2,2,1,1,2,1,2,3,5,0,0
4974,1,2,1,0,4,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,1,0
4976,0,2,1,4,6,1,0,0,10,0,0,3,3,6,7,2,2,0,7,1,5,1
4977,0,2,1,5,6,1,0,1,8,0,2,3,0,7,7,2,1,1,3,5,6,0
4978,1,3,1,8,4,1,0,0,4,0,0,2,2,1,5,2,1,2,3,5,3,0
4980,1,2,1,0,8,1,0,1,2,1,2,3,2,7,5,2,1,0,7,4,1,0
4983,0,2,1,1,6,1,0,0,10,0,0,3,3,6,7,2,2,0,7,1,5,1
4984,1,3,2,3,4,1,0,0,10,1,0,0,0,7,7,2,1,4,3,4,4,1
4986,1,3,1,8,4,1,0,0,7,0,0,2,2,1,1,2,1,2,3,5,6,0
4988,1,3,2,7,4,1,0,0,3,1,0,0,0,7,7,2,1,4,3,4,4,1
4989,0,4,1,0,6,1,0,0,9,0,0,3,3,7,7,2,2,0,7,1,5,1
4990,0,2,2,6,6,1,0,0,10,0,0,3,3,6,6,2,2,0,7,1,5,1
4992,1,3,2,1,4,1,0,0,7,1,0,0,3,7,7,2,1,4,3,3,4,1
4996,0,2,0,0,6,1,1,1,10,0,0,3,3,7,0,2,1,0,7,4,1,0
5000,1,2,0,8,4,1,0,0,3,0,0,2,2,0,5,2,1,2,3,4,3,0
5001,1,3,2,7,4,1,0,0,7,1,0,3,3,7,7,2,1,4,3,3,4,1
5003,0,2,1,4,6,1,0,0,9,0,2,3,3,7,7,2,2,0,7,1,5,1
5005,0,3,1,1,6,1,0,0,9,0,0,3,3,7,7,2,2,0,7,1,5,1
5007,1,3,1,8,4,1,0,0,4,0,0,2,2,1,5,2,1,2,3,4,3,0
5009,1,3,1,8,4,1,0,0,7,0,0,2,2,0,5,2,1,2,3,5,6,0
5010,1,3,1,3,4,1,0,0,3,0,0,2,2,0,5,2,1,2,3,5,3,0
5011,1,3,0,3,4,1,0,0,4,0,0,2,2,1,0,2,1,2,3,4,3,0
5013,1,2,1,0,3,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,3,0
5014,1,0,1,8,6,1,0,1,10,0,0,2,1,7,0,2,1,0,7,4,6,0
5016,0,3,1,4,6,1,0,0,9,0,0,3,3,7,7,2,2,0,7,1,5,1
5017,0,4,2,4,6,1,0,0,9,0,2,3,3,6,6,2,2,0,7,1,5,1
5019,1,0,1,4,6,1,0,0,4,0,0,3,3,7,7,2,2,4,4,4,2,1
5022,1,3,1,1,6,1,0,0,10,0,0,3,3,7,7,2,2,4,4,4,0,1
5024,0,3,1,7,6,1,0,1,7,0,0,3,0,7,7,2,1,1,3,5,6,0
5025,0,2,1,0,6,1,1,1,10,0,0,0,3,7,0,2,1,0,7,4,1,0
5027,1,3,2,1,4,1,0,0,3,1,0,3,0,7,7,2,1,4,3,4,0,1
5028,1,3,1,8,4,1,0,0,4,0,0,2,2,0,5,2,1,2,3,4,0,0
5029,0,4,2,6,6,1,0,0,9,0,2,3,3,6,6,2,2,0,7,1,5,1
5030,1,0,0,0,6,1,0,1,10,0,2,2,1,7,0,2,1,0,7,4,6,0
5032,0,2,1,0,6,1,0,0,10,0,2,3,3,6,7,2,2,0,7,1,5,1
5033,0,3,1,0,6,1,1,1,10,0,0,0,0,7,0,2,1,0,7,4,1,0
5035,1,4,0,0,6,1,0,1,10,0,0,2,1,7,8,2,1,0,7,4,6,0
5036,1,2,1,0,8,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,3,0
5037,1,3,0,3,4,1,0,0,7,0,0,2,2,1,5,2,1,2,3,4,6,0
5038,1,2,2,3,4,1,0,0,7,1,0,3,0,7,7,2,1,4,3,3,0,1
5040,1,2,1,6,3,1,0,1,2,1,2,2,2,5,5,2,1,0,7,4,1,0
5041,1,3,2,1,4,1,0,0,10,1,0,3,3,7,7,2,1,4,3,4,0,1
5042,0,4,2,6,6,1,0,0,9,0,2,3,3,7,7,2,2,0,7,1,5,1
5043,0,2,0,0,6,1,1,1,10,0,0,0,0,7,0,2,1,0,7,4,1,0
5045,0,3,1,7,6,1,0,1,10,0,0,3,0,7,7,2,1,1,3,5,6,0
5047,1,3,1,8,4,1,0,0,7,0,0,2,2,5,0,2,1,2,3,5,6,0
5048,1,3,2,3,4,1,0,0,3,1,0,3,0,7,7,2,1,4,3,3,0,1
5049,1,2,1,0,4,1,0,1,2,1,0,3,2,5,7,2,1,0,7,4,1,0
5050,1,3,1,8,4,1,0,0,4,0,0,2,2,1,1,2,1,2,3,4,0,0
5054,0,4,1,1,6,1,0,0,9,0,0,3,3,7,7,2,2,0,7,1,5,1
5055,0,2,1,7,6,1,0,1,7,0,2,3,0,7,7,2,1,1,3,5,6,0
5056,1,3,2,1,4,1,0,0,7,1,0,3,0,7,7,2,1,4,3,4,4,1
5057,1,3,1,8,4,1,0,0,4,0,0,2,2,0,5,2,1,2,3,5,0,0
5058,1,2,1,6,4,1,0,1,2,1,2,2,3,5,5,2,1,0,7,4,3,0
5060,1,2,1,6,4,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,6,0
5061,1,2,2,0,4,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,3,0
5062,1,3,1,6,8,1,0,1,2,1,2,3,2,5,5,2,1,0,7,4,6,0
5063,1,3,1,6,3,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,3,0
5065,1,2,2,6,8,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,1,0
5066,1,3,2,6,4,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,6,0
5067,1,3,1,0,4,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,3,0
5068,1,2,1,6,8,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,6,0
5070,1,3,2,6,3,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,6,0
5071,1,3,1,6,3,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,6,0
5072,1,2,2,0,8,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,3,0
5073,1,3,2,6,3,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,6,0
5074,1,3,2,0,3,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,1,0
5075,1,3,2,6,3,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,1,0
5078,1,3,1,0,8,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,3,0
5079,1,2,1,6,4,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,1,0
5080,0,0,2,0,6,0,0,0,11,0,0,3,3,4,4,0,1,4,1,1,1,0
5081,1,3,2,0,3,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,6,0
5084,1,3,1,0,8,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,1,0
5085,1,3,2,0,3,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,1,0
5086,1,3,2,0,8,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,6,0
5087,1,3,2,0,4,1,0,1,2,1,2,2,2,7,7,2,1,0,7,4,6,0
5088,1,3,2,0,8,1,0,1,2,1,0,3,2,5,7,2,1,0,7,4,3,0
5089,1,3,2,0,4,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,1,0
5090,1,3,1,6,8,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,6,0
5091,1,3,2,6,3,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,1,0
5095,1,3,1,0,8,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,1,0
5097,0,2,0,7,6,1,1,0,10,0,3,2,2,7,7,2,2,4,7,2,0,0
5098,1,2,2,0,4,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,6,0
5099,1,2,1,6,8,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,1,0
5100,1,3,2,0,3,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,1,0
5101,1,3,1,0,8,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,3,0
5103,1,2,2,6,3,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,6,0
5105,1,3,1,0,8,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,6,0
5106,1,3,2,0,3,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,6,0
5108,1,3,1,0,3,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,1,0
5109,1,3,1,0,4,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,1,0
5110,1,3,2,6,4,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,1,0
5112,1,2,1,6,3,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,6,0
5113,1,3,1,6,4,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,1,0
5114,1,3,1,0,8,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,3,0
5116,1,3,1,0,3,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,6,0
5120,1,2,2,0,4,1,0,1,2,1,0,3,3,5,5,2,1,0,7,4,3,0
5121,1,3,1,6,3,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,3,0
5123,1,2,2,6,4,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,3,0
5126,1,2,1,6,8,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,1,0
5127,1,2,2,0,4,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,1,0
5128,0,2,2,2,6,1,0,0,10,0,0,3,3,7,7,2,2,4,7,4,3,1
5129,1,2,2,6,3,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,3,0
5132,1,2,1,6,4,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,1,0
5133,1,2,2,6,4,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,1,0
5134,1,2,2,0,3,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,6,0
5135,1,2,1,6,4,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,6,0
5137,1,3,1,6,3,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,3,0
5138,1,2,1,6,8,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,1,0
5139,1,4,2,6,4,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,3,0
5140,1,3,1,0,8,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,6,0
5143,1,3,2,6,8,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,3,0
5144,0,0,0,7,6,1,1,0,4,0,0,3,3,7,7,2,2,4,7,2,0,0
5145,1,2,1,6,4,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,3,0
5149,1,3,2,0,8,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,3,0
5150,1,2,2,0,8,1,0,1,2,1,0,3,3,5,5,2,1,0,7,4,6,0
5151,1,3,2,6,4,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,6,0
5152,1,2,2,0,4,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,3,0
5153,1,2,2,6,8,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,3,0
5155,1,2,1,6,4,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,6,0
5156,1,2,1,6,4,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,6,0
5159,1,3,2,0,3,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,6,0
5162,1,2,2,0,3,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,1,0
5163,1,4,2,0,4,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,3,0
5165,1,3,2,6,4,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,1,0
5166,1,3,2,6,4,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,3,0
5167,1,3,2,0,8,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,6,0
5168,1,2,1,6,8,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,3,0
5169,1,2,1,6,8,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,1,0
5170,1,3,1,6,8,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,3,0
5171,1,4,1,0,8,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,6,0
5173,1,2,2,6,4,1,0,1,2,1,2,2,2,5,5,2,1,0,7,4,3,0
5174,0,0,2,3,6,1,1,0,10,0,0,3,2,7,7,2,2,4,7,2,0,0
5175,1,2,1,6,8,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,3,0
5178,1,2,2,6,3,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,3,0
5179,1,3,1,6,3,1,0,1,2,1,2,3,2,5,7,2,1,0,7,4,6,0
5180,1,3,1,6,4,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,1,0
5182,0,4,2,7,6,1,1,0,4,0,1,2,3,7,7,2,2,4,7,3,0,0
5183,1,3,1,6,8,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,3,0
5185,1,2,2,6,3,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,1,0
5187,1,3,2,0,3,1,0,1,2,1,2,3,2,7,7,2,1,0,7,4,3,0
5189,1,3,1,6,8,1,0,1,2,1,1,3,2,5,7,2,1,0,7,4,6,0
5190,0,0,0,3,6,1,1,0,7,0,0,2,3,7,7,2,2,4,7,2,0,0
5191,1,2,1,6,4,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,1,0
5192,1,4,2,6,4,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,1,0
5193,0,4,2,7,6,1,1,0,4,0,3,3,2,7,7,2,2,4,7,3,0,0
5194,1,2,2,0,3,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,3,0
5195,1,4,2,6,4,1,0,1,2,1,2,3,2,7,7,2,1,0,7,4,3,0
5196,1,4,1,0,8,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,1,0
5197,1,3,2,6,8,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,3,0
5202,1,3,1,0,3,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,1,0
5203,1,2,1,6,3,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,1,0
5204,1,3,2,6,4,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,1,0
5207,1,2,2,6,3,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,6,0
5209,1,3,1,0,8,1,0,1,2,1,1,3,2,5,5,2,1,0,7,4,1,0
5210,1,2,1,6,4,1,0,1,2,1,0,3,3,5,5,2,1,0,7,4,6,0
5211,1,3,1,6,4,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,6,0
5212,1,3,2,0,8,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,6,0
5213,1,2,2,0,4,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,1,0
5216,1,2,1,6,8,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,3,0
5217,1,2,1,6,3,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,6,0
5218,1,3,1,6,3,1,0,1,2,1,2,2,3,7,7,2,1,0,7,4,1,0
5219,1,3,1,6,8,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,6,0
5220,1,3,2,6,8,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,1,0
5221,1,4,1,6,3,1,0,1,2,1,2,2,2,7,7,2,1,0,7,4,1,0
5222,0,4,2,3,6,1,1,0,4,0,0,2,3,7,7,2,2,4,7,3,0,0
5223,1,2,2,0,3,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,1,0
5224,1,3,2,6,8,1,0,1,2,1,1,3,2,5,7,2,1,0,7,4,6,0
5227,1,2,2,6,8,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,3,0
5231,1,2,2,0,4,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,1,0
5232,1,4,1,0,3,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,6,0
5233,1,2,2,6,4,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,3,0
5235,1,3,2,6,8,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,3,0
5236,1,2,1,6,4,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,6,0
5237,1,3,1,0,4,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,3,0
5239,1,2,2,0,3,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,1,0
5240,1,3,2,6,8,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,3,0
5241,1,2,2,0,8,1,0,1,2,1,2,3,3,7,7,2,1,0,7,4,6,0
5242,1,3,2,6,8,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,1,0
5243,1,2,1,6,3,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,3,0
5244,1,3,1,0,4,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,3,0
5245,1,2,1,6,4,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,1,0
5247,1,3,2,6,8,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,6,0
5249,1,2,1,6,4,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,1,0
5251,1,4,2,0,8,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,6,0
5252,1,2,2,6,4,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,3,0
5253,1,2,2,6,4,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,3,0
5254,1,3,1,0,4,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,1,0
5256,1,3,1,6,4,1,0,1,2,1,0,3,2,5,7,2,1,0,7,4,1,0
5257,1,2,2,0,4,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,6,0
5258,1,3,1,0,3,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,6,0
5259,1,4,2,0,3,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,6,0
5260,1,3,1,0,4,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,3,0
5264,1,3,1,0,4,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,1,0
5265,1,3,1,0,8,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,3,0
5266,1,4,1,0,3,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,1,0
5267,1,2,2,0,8,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,6,0
5268,1,2,2,6,3,1,0,1,2,1,2,3,3,5,5,2,1,0,7,4,1,0
5269,1,2,2,0,4,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,1,0
5270,1,3,1,6,4,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,3,0
5271,0,2,0,3,6,1,1,0,10,0,0,3,2,7,7,2,2,4,7,3,0,0
5273,1,3,1,0,4,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,3,0
5274,1,2,2,0,8,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,3,0
5278,1,2,2,6,4,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,3,0
5280,1,2,2,6,4,1,0,1,2,1,0,3,2,5,7,2,1,0,7,4,6,0
5281,1,3,2,0,4,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,3,0
5282,1,3,1,0,4,1,0,1,2,1,0,3,3,5,5,2,1,0,7,4,3,0
5284,1,3,2,0,3,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,1,0
5286,1,2,2,0,3,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,3,0
5287,1,3,1,0,4,1,0,1,2,1,2,2,2,7,5,2,1,0,7,4,3,0
5289,1,2,2,0,3,1,0,1,2,1,2,3,3,5,7,2,1,0,7,4,3,0
5290,1,3,2,0,4,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,3,0
5291,1,3,1,0,4,1,0,1,2,1,0,3,3,5,5,2,1,0,7,4,6,0
5292,1,2,1,6,3,1,0,1,2,1,2,3,3,5,5,2,1,0,7,4,6,0
5293,1,3,1,0,8,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,6,0
5294,1,2,2,0,4,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,3,0
5295,0,4,0,7,6,1,1,0,7,0,2,2,2,7,7,2,2,4,7,2,0,0
5296,1,2,2,0,4,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,3,0
5297,1,3,2,0,4,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,6,0
5298,1,3,2,0,4,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,6,0
5300,1,3,2,0,4,1,0,1,2,1,2,3,2,5,5,2,1,0,7,4,6,0
5301,0,0,2,0,6,0,0,0,6,0,1,3,3,4,4,1,1,4,5,4,1,0
5302,1,3,2,6,4,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,6,0
5303,1,3,2,6,8,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,3,0
5305,1,3,2,0,4,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,1,0
5306,1,3,1,6,8,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,1,0
5308,1,3,1,6,4,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,1,0
5311,1,2,2,0,8,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,3,0
5312,1,3,2,0,4,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,3,0
5313,0,2,2,7,6,1,1,0,4,0,0,2,3,7,7,2,2,4,7,3,0,0
5315,1,2,1,6,3,1,0,1,2,1,0,3,3,5,5,2,1,0,7,4,1,0
5316,1,2,2,0,8,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,3,0
5319,1,3,2,6,8,1,0,1,2,1,2,2,3,7,5,2,1,0,7,4,1,0
5320,1,3,1,6,8,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,3,0
5322,1,3,2,0,3,1,0,1,2,1,0,3,2,5,7,2,1,0,7,4,1,0
5323,1,2,1,6,8,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,1,0
5324,1,2,1,6,4,1,0,1,2,1,1,3,2,5,5,2,1,0,7,4,6,0
5325,1,3,2,6,8,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,3,0
5326,1,3,2,6,8,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,1,0
5327,1,2,2,6,8,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,3,0
5328,1,3,1,6,4,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,3,0
5329,1,3,1,6,8,1,0,1,2,1,0,3,3,5,7,2,1,0,7,4,1,0
5330,0,2,2,0,6,0,0,0,1,0,0,3,3,4,4,0,1,4,8,1,1,0
5331,1,3,1,0,8,1,0,1,2,1,0,3,2,5,7,2,1,0,7,4,6,0
5332,1,3,1,6,8,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,1,0
5333,1,2,2,0,4,1,0,1,2,1,2,2,3,5,7,2,1,0,7,4,3,0
5334,1,2,2,6,3,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,6,0
5335,1,2,2,6,8,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,3,0
5336,1,2,1,6,3,1,0,1,2,1,0,3,3,5,5,2,1,0,7,4,3,0
5337,0,2,2,0,6,0,0,0,1,0,0,3,3,4,4,0,1,4,5,4,1,0
5339,1,2,1,6,4,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,6,0
5340,1,2,2,0,8,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,6,0
5341,1,2,2,0,4,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,1,0
5342,1,2,2,0,3,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,1,0
5343,1,2,1,6,8,1,0,1,2,1,2,3,3,5,7,2,1,0,7,4,6,0
5345,1,2,2,0,3,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,6,0
5346,1,3,1,0,3,1,0,1,2,1,2,3,2,5,7,2,1,0,7,4,3,0
5347,0,4,2,7,6,1,1,0,4,0,0,3,2,7,7,2,2,4,7,2,0,0
5348,1,3,2,6,3,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,1,0
5350,1,3,1,0,4,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,6,0
5351,1,2,2,0,4,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,3,0
5353,1,2,2,0,8,1,0,1,2,1,0,3,2,7,5,2,1,0,7,4,1,0
5354,1,3,2,6,8,1,0,1,2,1,2,2,3,7,5,2,1,0,7,4,6,0
5355,1,3,1,6,8,1,0,1,2,1,0,2,2,5,5,2,1,0,7,4,1,0
5357,1,3,1,6,8,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,3,0
5358,1,3,1,0,4,1,0,1,2,1,2,3,3,7,7,2,1,0,7,4,3,0
5359,1,3,1,0,4,1,0,1,2,1,0,3,3,7,5,2,1,0,7,4,1,0
5360,1,4,1,0,3,1,0,1,2,1,0,2,3,5,7,2,1,0,7,4,1,0
5362,1,3,2,6,3,1,0,1,2,1,0,2,3,7,5,2,1,0,7,4,3,0
5363,1,2,2,6,3,1,0,1,2,1,2,2,2,7,5,2,1,0,7,4,6,0
5365,1,3,2,0,4,1,0,1,2,1,0,2,2,5,7,2,1,0,7,4,6,0
5366,1,2,2,6,8,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,1,0
5368,1,2,2,0,4,1,0,1,2,1,0,2,2,7,5,2,1,0,7,4,1,0
5370,1,2,2,0,4,1,0,1,2,1,2,2,3,7,5,2,1,0,7,4,1,0
5371,1,2,2,6,3,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,3,0
5372,1,2,2,6,8,1,0,1,2,1,0,3,2,7,7,2,1,0,7,4,6,0
5374,1,2,1,6,8,1,0,1,2,1,0,3,3,7,7,2,1,0,7,4,6,0
5376,1,2,2,6,3,1,0,1,2,1,0,2,2,7,7,2,1,0,7,4,6,0
5377,1,3,2,6,3,1,0,1,2,1,0,2,3,7,7,2,1,0,7,4,3,0
5379,1,3,2,0,8,1,0,1,2,1,0,3,2,5,5,2,1,0,7,4,6,0
5380,1,3,1,0,4,1,0,1,2,1,0,2,3,5,5,2,1,0,7,4,1,0
